t,value
1540236956,0.5925925925925926
1540236959,0.7394957983193278
1540236962,0.75
t,value
1540236983,0.6105769230769231
1540236986,0.6105769230769231
1540236989,0.6103286384976526
1540236992,0.6103286384976526
1540236995,0.6103286384976526
1540236998,0.6103286384976526
1540237001,0.6103286384976526
1540237004,0.6103286384976526
